ID,Russian,Lemma,Agency
1646,диктовать,dictate,positive
1645,чистить,clean,positive
1644,распускаться,bud,neutral
1643,одевать,dress,neutral
1642,осветлять,brighten,positive
1641,распространять,distribute,positive
1640,ругать,rail,neutral
1638,смаковать,relish,positive
1737,пачкать,smudge,neutral
1738,скрывать,cloak,positive
1739,записывать,record,neutral
1838,иллюстрировать,illustrate,positive
1837,раздражать,exasperate,negative
1836,брызгать,sputter,negative
1835,мотивировать,motivate,positive
1834,греметь,blare,neutral
1833,поражать,astonish,positive
1832,исключать,exclude,positive
1831,сталкиваться,clash,positive
1830,душить,suffocate,negative
1829,ломать,break,neutral
1828,убаюкивать,lull,neutral
1827,усложнять,complicate,negative
1826,уходить,go,neutral
1825,гравировать,etch,neutral
1824,молотить,thrash,positive
1823,придумывать,devise,positive
1822,отклоняться,swerve,neutral
1821,опираться,foot,neutral
1819,принуждать,enforce,positive
1818,защищать,advocate,positive
1817,оживлять,revive,positive
1816,скользить,skid,negative
1815,окутывать,envelop,neutral
1814,звенеть,clink,neutral
1813,утверждать,assert,positive
1812,переставлять,rearrange,positive
1811,мести,sweep,positive
1810,восходить,ascend,positive
1809,хвастаться,brag,positive
1839,задерживать,stunt,positive
1808,подкупать,bribe,positive
1840,распаковывать,unpack,neutral
1842,привлекать,sue,positive
1871,освобождать,liberate,positive
1870,звать,call,positive
1869,примирять,reconcile,positive
1868,взбивать,whisk,positive
1867,возвращать,reclaim,positive
1866,недоразумевать,misunderstand,negative
1865,усиливать,intensify,positive
1864,располагать,dispose,positive
1863,напрягать,strain,negative
1862,указывать,point,positive
1861,пересекать,cross,neutral
1860,реализовывать,implement,positive
1859,мчаться,race,positive
1858,говорить,tell,neutral
1857,проживать,reside,neutral
1856,подбирать,match,neutral
1855,подражать,imitate,neutral
1854,играть,gamble,positive
1853,менять,swap,neutral
1852,таранить,ram,positive
1851,критиковать,criticize,positive
1850,цитировать,cite,neutral
1849,квалифицировать,qualify,neutral
1848,компенсировать,compensate,positive
1847,озадачивать,puzzle,negative
1846,контролировать,supervise,positive
1845,взъерошивать,ruffle,neutral
1844,ужасать,horrify,negative
1843,тосковать,yearn,negative
1841,поникать,droop,negative
1807,искать,quest,positive
1806,аплодировать,applaud,positive
1805,посвящать,devote,positive
1769,воздерживаться,refrain,neutral
1768,выбирать,opt,positive
1767,сливать,merge,neutral
1766,крутить,spin,neutral
1764,предопределять,destine,negative
1763,ходить,walk,neutral
1762,координировать,coordinate,positive
1761,поражать,astonish,positive
1760,ёрзать,wiggle,neutral
1759,поднимать,boost,positive
1758,забывать,forget,negative
1757,возделывать,cultivate,positive
1756,пахать,plow,positive
1755,циркулировать,circulate,neutral
1754,поражать,strike,positive
1753,окрашивать,color,neutral
1752,обгонять,overtake,positive
1751,водить,drive,neutral
1750,сотрудничать,cooperate,neutral
1749,преобладать,prevail,positive
1748,утешать,comfort,positive
1747,испаряться,evaporate,negative
1746,рекламировать,advertise,positive
1745,включать,enable,positive
1744,жертвовать,donate,positive
1743,поддаваться,succumb,negative
1742,пристращать,addict,negative
1741,льстить,flatter,positive
1740,разговаривать,talk,neutral
1770,жечь,burn,neutral
1771,пополнять,refill,neutral
1772,нагревать,heat,neutral
1773,плакать,cry,negative
1803,распутывать,unravel,positive
1802,становиться,become,neutral
1801,анализировать,analyze,positive
1800,говорить,say,neutral
1799,торговать,hawk,positive
1798,резать,cut,positive
1797,инициировать,initiate,positive
1796,свидетельствовать,testify,positive
1795,заражать,infect,negative
1794,возбуждать,agitate,negative
1793,вычерпывать,bail,neutral
1792,отвлекать,divert,positive
1791,хранить,vault,positive
1790,улучшать,enhance,positive
1604,решать,tackle,positive
1789,членораздельно,articulate,positive
1787,укреплять,strengthen,positive
1786,квалифицировать,qualify,neutral
1785,прощать,pardon,positive
1784,глазировать,glaze,neutral
1783,внедрять,embed,positive
1782,уверять,reassure,positive
1781,выжимать,wring,positive
1780,сидеть,sit,neutral
1779,мелить,chalk,neutral
1778,скомковываться,clump,neutral
1777,подвергаться,undergo,negative
1776,преувеличивать,exaggerate,positive
1775,очаровывать,fascinate,positive
1774,опустошать,devastate,negative
1788,разлагаться,decay,negative
1082,умерщвлять,mortify,negative
1071,навязывать,impose,positive
1080,раскрывать,disclose,positive
375,ступать,tread,neutral
374,суетиться,scurry,neutral
373,сдерживать,restrain,positive
372,отправлять,dispatch,positive
371,защелкивать,latch,positive
370,заострять,sharpen,positive
369,плести,braid,positive
368,пульсировать,throb,negative
367,менять,veer,neutral
366,калечить,butcher,positive
365,раздражать,annoy,negative
364,зависеть,hinge,neutral
363,жаждать,crave,positive
362,созревать,mature,neutral
361,бежать,trot,neutral
360,порхать,butterfly,neutral
359,искривлять,crook,neutral
358,тушить,stew,neutral
357,стирать,wash,neutral
356,колебаться,waver,negative
355,показывать,exhibit,positive
354,жарить,roast,neutral
353,хвастаться,boast,positive
352,воздвигать,erect,positive
351,тосковать,long,negative
350,поднимать,hoist,positive
349,появляться,reappear,neutral
348,стучать,rap,neutral
347,скорбеть,mourn,negative
376,тащиться,trudge,negative
346,упорствовать,persist,positive
377,нарушать,breach,positive
379,прижиматься,nestle,neutral
409,ошибаться,mistake,negative
408,приглаживать,sleek,neutral
407,свирепеть,savage,positive
406,дремать,doze,negative
405,выпускать,vent,positive
404,отвращать,avert,positive
402,облегчать,lighten,neutral
401,качаться,wobble,negative
400,обескураживать,discourage,negative
399,угадывать,divine,positive
398,приглушать,muffle,positive
397,избирать,elect,positive
396,заменять,substitute,neutral
395,щипать,goose,positive
394,зондировать,probe,positive
393,бунтовать,rebel,positive
392,мучить,torment,positive
391,нарушать,violate,positive
390,освещать,light,neutral
389,раскалывать,splinter,negative
388,вращаться,swivel,neutral
387,прикреплять,tack,neutral
386,вылупляться,hatch,positive
385,взъерошиваться,bristle,negative
384,предлагать,offer,neutral
383,клеймить,badge,neutral
382,владеть,wield,positive
381,приписывать,attribute,neutral
380,прояснять,clear,neutral
378,транслировать,broadcast,positive
410,побуждать,spur,positive
345,извиваться,squirm,negative
343,закрывать,close,neutral
306,пренебрегать,neglect,negative
305,бухать,thump,positive
304,отправляться,depart,neutral
303,поражать,amaze,negative
302,завидовать,envy,negative
300,давать,nickname,positive
299,листать,leaf,neutral
298,смешивать,blend,neutral
297,охотиться,mouse,neutral
296,клясться,vow,positive
295,разрешать,permit,positive
294,останавливать,stem,positive
293,избивать,batter,positive
292,опухать,swell,neutral
291,бросать,sling,positive
290,закручиваться,spiral,negative
289,струиться,trickle,negative
288,разбивать,stove,neutral
287,вздрагивать,flinch,negative
286,маскировать,disguise,positive
285,смешивать,mix,neutral
284,отпирать,unlock,positive
283,предлагать,tender,neutral
282,визжать,shriek,negative
281,голосовать,vote,positive
280,изобретать,invent,positive
279,обижать,offend,negative
278,увольнять,sack,positive
277,портить,spoil,negative
308,делить,chunk,neutral
344,ошеломлять,daze,negative
309,изумляться,marvel,neutral
311,огорчать,distress,negative
342,уклоняться,dodge,positive
341,подавлять,depress,negative
340,отступать,recede,negative
339,рубить,hack,positive
338,зажимать,clamp,positive
337,рыбачить,fish,neutral
336,оценивать,estimate,neutral
335,патрулировать,patrol,positive
334,выпаливать,blurt,negative
333,затвердевать,stiffen,neutral
332,застегивать,zip,positive
331,балансировать,poise,neutral
330,резать,slash,positive
329,работать,slave,negative
328,подавлять,stifle,negative
327,выделять,highlight,positive
326,таращиться,gape,negative
325,процветать,flourish,positive
323,собирать,muster,positive
322,интриговать,intrigue,positive
321,разводить,breed,neutral
320,обновлять,update,positive
319,приносить,fetch,positive
318,комкать,crumple,negative
316,бороться,wrestle,positive
315,перекручивать,twist,negative
314,капать,drip,negative
313,ныть,whine,negative
312,затвердевать,harden,neutral
310,прибегать,resort,negative
411,репетировать,rehearse,positive
412,уплотнять,compact,neutral
413,пролетать,fleet,negative
509,оставаться,stay,neutral
508,поднимать,raise,positive
507,забывать,forget,negative
506,резать,cut,positive
505,отвечать,answer,neutral
504,посылать,send,positive
503,читать,read,neutral
502,платить,pay,neutral
501,бросать,throw,positive
500,гулять,walk,neutral
499,ждать,wait,negative
498,понимать,understand,neutral
497,тратить,spend,neutral
496,покрывать,cover,positive
495,ловить,catch,positive
494,звучать,sound,neutral
493,встречать,meet,neutral
492,нести,carry,positive
491,помнить,remember,neutral
490,достигать,reach,positive
489,играть,play,neutral
488,проходить,pass,neutral
487,лежать,lie,neutral
486,заботиться,care,neutral
485,становиться,become,neutral
484,останавливать,stop,positive
483,шагать,step,neutral
482,сидеть,sit,neutral
481,отдыхать,rest,neutral
510,объяснять,explain,positive
480,расти,grow,neutral
511,учить,learn,neutral
513,решать,decide,positive
542,прятать,hide,neutral
541,сражаться,fight,positive
540,добавлять,add,neutral
539,думать,think,neutral
538,писать,write,positive
537,летать,fly,neutral
536,позволять,allow,neutral
535,спасать,save,positive
534,слушать,listen,negative
533,возвращаться,return,neutral
532,предлагать,offer,positive
531,рисовать,draw,positive
530,замечать,notice,negative
529,представлять,imagine,neutral
528,висеть,hang,neutral
527,толкать,push,positive
526,выбирать,pick,positive
525,есть,eat,neutral
524,пересекать,cross,neutral
523,вести,lead,positive
522,умирать,die,negative
521,полагать,suppose,neutral
520,ронять,drop,neutral
519,желать,wish,neutral
518,тянуть,pull,positive
517,скучать,miss,negative
516,ожидать,expect,neutral
515,носить,wear,neutral
514,смотреть,watch,negative
512,начинать,begin,positive
479,наполнять,fill,neutral
478,менять,change,positive
477,разговаривать,talk,neutral
442,знать,know,neutral
441,держать,hold,neutral
440,помогать,help,positive
439,иметь,have,neutral
438,случаться,happen,negative
437,идти,go,neutral
436,давать,give,neutral
435,находить,find,neutral
434,делать,do,positive
433,приходить,come,neutral
432,звать,call,neutral
431,спрашивать,ask,neutral
430,писать,pee,neutral
429,пробуждать,arouse,positive
428,взволновать,flurry,neutral
427,сталкиваться,collide,negative
426,оснащать,rig,positive
425,разрушать,disrupt,positive
424,очищать,scour,positive
423,выпускать,unleash,positive
422,зубрить,jag,neutral
421,рассеивать,disperse,positive
420,сдвигать,budge,neutral
419,изучать,pore,positive
418,писать,scrawl,neutral
417,недооценивать,underestimate,negative
416,выписывать,discharge,positive
415,надзирать,oversee,positive
414,оживлять,animate,positive
443,покидать,leave,neutral
444,позволять,let,neutral
445,смотреть,look,neutral
446,делать,make,positive
476,начинать,start,positive
475,двигаться,move,neutral
474,возражать,mind,neutral
473,верить,believe,neutral
472,работать,work,positive
471,стоять,stand,neutral
470,говорить,speak,neutral
469,устанавливать,set,positive
468,казаться,seem,negative
467,бежать,run,neutral
466,класть,put,neutral
465,терять,lose,negative
464,хранить,keep,positive
463,слышать,hear,neutral
276,вопить,wail,negative
462,получать,get,neutral
460,чувствовать,feel,neutral
459,смотреть,face,positive
458,приносить,bring,positive
457,хотеть,want,neutral
456,поворачивать,turn,neutral
455,пробовать,try,positive
454,думать,think,neutral
453,рассказывать,tell,positive
452,брать,take,positive
451,показывать,show,neutral
450,видеть,see,negative
449,говорить,say,neutral
448,нуждаться,need,negative
447,значить,mean,neutral
461,следовать,follow,neutral
543,благодарить,thank,neutral
275,побуждать,prompt,positive
273,затемнять,obscure,negative
99,удивляться,wonder,neutral
98,передавать,hand,neutral
97,использовать,use,neutral
95,падать,fall,negative
94,жить,live,neutral
93,указывать,point,positive
92,закрывать,close,positive
91,открывать,open,positive
90,парализовать,paralyze,negative
89,изготовлять,fabricate,positive
88,опухать,swell,negative
87,зарабатывать,earn,positive
86,искоренять,eradicate,positive
85,торопить,hurry,neutral
84,похищать,abduct,positive
83,ловить,snare,positive
82,действовать,act,neutral
81,разворачивать,unroll,neutral
80,обвинять,incriminate,positive
79,карикатурить,caricature,neutral
78,боксовать,box,positive
77,мостить,pave,neutral
76,одерживать,obsess,negative
75,сообщать,report,neutral
74,грабить,ransack,positive
73,мстить,retaliate,positive
72,перенаправлять,redirect,positive
71,томиться,languish,negative
70,выражать,express,positive
100,подписывать,sign,neutral
69,сверкать,glare,negative
101,вооружать,arm,positive
103,действовать,act,positive
133,пробовать,taste,neutral
132,пахнуть,smell,neutral
131,удваивать,double,neutral
130,хранить,store,neutral
129,заворачивать,wrap,neutral
128,бороться,struggle,positive
127,хватать,grab,positive
126,испытывать,experience,neutral
125,исправлять,fix,positive
124,тонуть,sink,negative
123,отслеживать,track,neutral
122,ошибаться,mistake,negative
121,наклоняться,lean,neutral
120,скользить,slip,negative
118,мчаться,rush,neutral
117,изучать,study,positive
116,представлять,present,positive
115,сортировать,sort,neutral
114,прыгать,jump,neutral
113,считать,count,neutral
112,одевать,clothe,positive
111,чистить,clean,positive
110,катиться,roll,neutral
109,формировать,form,positive
108,связывать,tie,neutral
107,приклеивать,stick,neutral
106,обещать,promise,positive
105,нести,bear,positive
104,касаться,touch,neutral
102,поститься,fast,neutral
134,освобождать,release,positive
68,обугливать,char,negative
66,печатать,print,neutral
30,считать,count,neutral
29,молчать,clam,neutral
28,огорчать,chagrin,negative
27,уменьшаться,abate,neutral
26,вводить,misguide,negative
25,уходить,retire,neutral
24,конфликтовать,conflict,neutral
23,превосходить,transcend,positive
22,напевать,hum,neutral
21,скулить,whimper,negative
20,мучиться,agonize,negative
19,окружать,case,neutral
18,падать,fall,negative
17,перегонять,outrun,positive
16,падать,fall,negative
15,прощать,forgive,positive
14,обучать,school,positive
13,чтить,commemorate,positive
12,подражать,emulate,positive
11,комкать,rumple,neutral
10,жужжать,beetle,neutral
9,водить,drive,positive
8,перезагружать,reset,positive
7,разделять,split,neutral
6,терроризировать,terrorize,positive
5,сотрудничать,collaborate,positive
4,перегруппировываться,regroup,positive
3,оскорблять,insult,positive
2,обращаться,handle,positive
31,углубляться,delve,positive
67,шататься,totter,negative
32,сжимать,clench,positive
35,щелкать,click,neutral
65,катапультировать,catapult,positive
64,подчеркивать,accentuate,positive
63,истончать,thin,neutral
62,обогащать,enrich,positive
61,покупать,buy,neutral
60,рыгать,belch,neutral
59,смотреть,look,neutral
58,сходить,derail,positive
57,сдерживать,constrain,positive
56,знать,know,neutral
55,отвечать,reciprocate,positive
54,покрывать,cover,neutral
53,мерцать,flicker,neutral
52,считать,reckon,positive
51,длиться,last,neutral
50,отрекаться,renounce,positive
49,заниматься,garden,neutral
48,тратить,expend,positive
47,удостоверять,certify,positive
46,стучать,thump,positive
45,успокаивать,sedate,neutral
44,обрабатывать,process,neutral
43,схватиться,scuffle,positive
42,показывать,show,neutral
41,продавать,sell,neutral
40,окунать,dunk,positive
39,процветать,prosper,positive
38,выставлять,flaunt,positive
37,уничтожать,annihilate,positive
33,восставать,uprise,positive
135,мыть,wash,neutral
136,атаковать,attack,positive
137,требовать,demand,positive
239,погружаться,plunge,positive
238,восхищать,delight,positive
237,барабанить,drum,neutral
236,подстрекать,needle,positive
235,ушибать,bruise,negative
234,расширять,widen,neutral
233,связывать,associate,neutral
231,увлажнять,damp,neutral
230,хромать,limp,negative
229,мелькать,streak,neutral
228,шаркать,shuffle,neutral
227,сажать,strand,negative
226,обладать,possess,positive
225,предавать,betray,positive
224,жалить,sting,positive
222,размывать,blur,neutral
221,защищать,shield,positive
220,исследовать,explore,positive
219,устанавливать,mount,positive
218,опрыскивать,spray,neutral
217,приспосабливать,gear,positive
216,озадачивать,puzzle,neutral
215,резервировать,reserve,neutral
214,дрожать,shiver,negative
213,переводить,transfer,neutral
212,вырезать,carve,positive
211,обедать,dine,neutral
210,затягивать,tighten,positive
209,парить,steam,neutral
240,выдалбливать,hollow,neutral
208,искриться,spark,positive
241,толкать,thrust,positive
243,щелкать,flick,neutral
272,усмехаться,chuckle,neutral
271,загребать,spoon,neutral
270,стонать,moan,negative
269,обрамлять,rim,neutral
268,искать,prospect,positive
267,вспыхивать,flare,neutral
266,сдаваться,surrender,negative
265,суммировать,sum,neutral
264,метить,tag,neutral
263,уверять,reassure,positive
262,лоббировать,lobby,positive
261,жаться,huddle,neutral
260,горбиться,hunch,neutral
259,маячить,loom,negative
258,регистрировать,log,neutral
257,шлепать,smack,positive
256,плыть,sail,positive
255,вызывать,disgust,negative
254,проводить,conduct,positive
253,приседать,crouch,neutral
252,брить,shave,positive
251,зачерпывать,scoop,positive
250,выгибать,arch,neutral
249,мельчать,shallow,neutral
248,жарить,fry,neutral
247,вдохновлять,inspire,positive
246,гадить,shit,negative
245,снаряжать,outfit,positive
244,останавливать,halt,positive
242,бомбить,bomb,positive
207,шлифовать,sand,neutral
206,убегать,flee,negative
205,нацеливать,target,positive
166,обманывать,trick,positive
165,прерывать,interrupt,positive
164,приговаривать,sentence,positive
163,потеть,sweat,neutral
162,организовывать,arrange,positive
161,блуждать,wander,neutral
160,заманивать,trap,positive
159,сравнивать,compare,neutral
158,смотреть,gaze,neutral
157,течь,stream,neutral
156,просить,beg,negative
155,глотать,swallow,neutral
154,тереть,rub,neutral
153,переключать,switch,neutral
152,отвечать,reply,neutral
151,постукивать,tap,neutral
150,стоить,cost,neutral
149,покидать,abandon,positive
148,направлять,direct,positive
147,закупоривать,bottle,neutral
146,скользить,slide,neutral
145,противостоять,counter,positive
144,недоставать,lack,negative
143,грести,row,neutral
142,встречать,meet,neutral
141,делать,pause,neutral
140,охранять,guard,positive
139,танцевать,dance,neutral
138,убеждать,convince,positive
167,царапать,scratch,neutral
168,подшивать,file,neutral
169,проектировать,design,positive
170,накрывать,blanket,neutral
204,путешествовать,tour,neutral
203,воспитывать,rear,positive
202,побеждать,defeat,positive
201,фотографировать,photograph,positive
200,пропускать,skip,positive
199,болтать,chat,neutral
198,вытаскивать,beach,neutral
197,парить,hover,neutral
196,изгибать,curve,neutral
195,упражняться,exercise,positive
193,занимать,occupy,positive
192,кровоточить,bleed,negative
191,ударяться,bump,neutral
190,огибать,skirt,neutral
274,контролировать,monitor,neutral
187,задерживаться,linger,neutral
185,толкать,shove,positive
183,извлекать,benefit,positive
182,резать,slice,positive
181,усложнять,complicate,neutral
180,плевать,spit,neutral
179,командовать,command,positive
178,ползти,creep,neutral
177,ухмыляться,grin,neutral
176,быть,owe,neutral
175,держать,bet,positive
174,требовать,exact,positive
173,приветствовать,greet,positive
172,привыкать,habit,neutral
171,отражать,echo,neutral
186,похлопывать,pat,neutral
1081,надписывать,inscribe,positive
544,появляться,appear,negative
546,присоединяться,join,neutral
912,вести,behave,neutral
911,ужасать,terrify,positive
910,рисовать,paint,neutral
909,бросать,fling,positive
908,топтать,stamp,neutral
907,вырывать,snatch,positive
906,исчезать,vanish,negative
905,преследовать,pursue,positive
904,обременять,burden,negative
903,смягчать,soften,neutral
902,цепляться,cling,negative
901,кувыркаться,tumble,negative
900,сокращаться,shrink,negative
899,разочаровывать,disappoint,negative
898,мучить,rack,neutral
897,организовывать,organize,positive
896,истощать,exhaust,negative
895,игнорировать,overlook,negative
894,плескаться,splash,neutral
893,произносить,utter,neutral
892,увольнять,dismiss,positive
891,преуспевать,succeed,positive
890,голодать,starve,negative
889,впечатлять,impress,negative
888,обращать,reverse,positive
887,делить,divide,neutral
886,сажать,closet,neutral
885,потреблять,consume,neutral
884,одобрять,approve,positive
913,молоть,grind,neutral
883,бросать,quit,positive
914,разветвляться,fork,neutral
916,действовать,operate,positive
945,шипеть,hiss,neutral
944,оседать,slump,negative
943,сопровождать,escort,positive
942,полагаться,rely,negative
941,щипать,pinch,neutral
940,предвидеть,anticipate,positive
939,напоминать,resemble,neutral
938,украшать,decorate,positive
937,рубить,chop,neutral
936,советовать,advise,positive
935,шокировать,shock,negative
934,принимать,adopt,positive
933,преобразовывать,transform,positive
932,наказывать,punish,positive
931,управлять,steer,positive
930,ткать,weave,positive
929,панорамировать,pan,neutral
928,определять,define,positive
927,составлять,profile,neutral
926,скучать,bore,negative
925,инструктировать,instruct,positive
924,хватать,seize,positive
923,пить,drink,neutral
922,преследовать,haunt,negative
921,разочаровывать,disappoint,negative
920,уходить,retire,positive
919,преодолевать,overcome,positive
918,уменьшать,reduce,neutral
917,гарантировать,guarantee,positive
915,назначать,assign,positive
946,тикать,tick,neutral
882,устанавливать,establish,positive
880,улучшать,improve,positive
846,плавать,swim,neutral
845,забивать,score,positive
843,качаться,sway,neutral
842,сопровождать,accompany,neutral
841,занимать,borrow,neutral
840,качать,pump,neutral
839,позировать,pose,positive
838,дышать,breathe,neutral
837,арестовывать,arrest,positive
836,извиняться,apologize,neutral
835,благоволить,favor,neutral
834,греметь,rattle,neutral
832,подкрадываться,sneak,positive
831,наблюдать,observe,neutral
830,реагировать,react,neutral
829,проклинать,curse,positive
828,душить,choke,negative
827,жевать,chew,neutral
826,смотреть,eye,neutral
825,определять,identify,positive
824,щелкать,click,neutral
823,читать,read,neutral
822,предопределять,fate,negative
821,предупреждать,alert,positive
820,информировать,inform,positive
819,латать,patch,positive
818,поддерживать,maintain,positive
817,захватывать,capture,positive
816,продвигаться,advance,positive
847,запирать,bolt,positive
881,определять,determine,positive
848,умолять,plead,negative
850,спускаться,descend,neutral
879,расширять,expand,positive
878,поглощать,absorb,neutral
877,выпрямлять,straighten,neutral
876,хмуриться,frown,negative
875,разбивать,smash,positive
874,решать,resolve,positive
873,впечатлять,impress,positive
872,рыдать,sob,negative
871,продолжать,proceed,positive
870,привинчивать,screw,neutral
869,определять,locate,neutral
868,удовлетворять,satisfy,neutral
867,представлять,represent,positive
866,кипятить,boil,neutral
865,обрезать,clip,neutral
864,вытирать,towel,neutral
863,жениться,marry,neutral
862,писать,write,neutral
861,обвинять,accuse,positive
860,предотвращать,prevent,positive
859,обучать,train,positive
858,привлекать,attract,neutral
857,веять,breeze,neutral
856,наклонять,tilt,neutral
855,решать,solve,positive
854,указывать,indicate,neutral
853,скрести,scrape,neutral
852,карабкаться,scramble,positive
851,набухать,swell,neutral
849,заявлять,declare,positive
947,вздрагивать,startle,neutral
948,ждать,wait,negative
949,достигать,achieve,positive
1046,дергаться,twitch,negative
1045,лечить,cure,positive
1044,гнить,rot,negative
1043,сверлить,drill,neutral
1042,формировать,fashion,positive
1041,составлять,draft,positive
1040,освещать,illuminate,positive
1039,приветствовать,greet,neutral
1038,не соглашаться,disagree,positive
1037,противостоять,oppose,positive
1036,возвращать,regain,positive
1035,соревноваться,compete,positive
1034,печь,bake,neutral
1033,подниматься,rise,positive
1032,бежать,run,neutral
1031,восстанавливать,restore,positive
1030,демонстрировать,demonstrate,positive
1029,комплектовать,man,positive
1028,пугать,frighten,negative
1027,созерцать,contemplate,neutral
1026,рисовать,draw,neutral
1025,обеспечивать,ensure,positive
1024,строить,construct,positive
1023,подразумевать,imply,neutral
1022,надоедать,bore,negative
1021,бороться,fight,positive
1020,развлекать,amuse,positive
1019,ранить,injure,positive
1018,нанимать,employ,positive
1047,осматривать,inspect,positive
1017,пылать,blaze,positive
1048,курить,smoke,neutral
1050,облегчать,relieve,positive
1079,грубо,blunder,negative
1078,переписывать,rewrite,positive
1077,ослеплять,dazzle,positive
1076,оказывать,barb,neutral
1075,бухать,boom,neutral
1074,поддерживать,bolster,positive
1073,мастерить,craft,positive
1072,размечать,size,neutral
2140,ухаживать,woo,positive
1070,не любить,dislike,negative
1069,купать,bathe,neutral
1068,шлепаться,flop,negative
1067,грешить,sin,negative
1066,размазывать,smear,neutral
1065,консультировать,consult,positive
1064,состоять,consist,neutral
1063,публиковать,publish,positive
1062,растворять,dissolve,neutral
1061,устанавливать,set,neutral
1060,одалживать,lend,neutral
1059,смущать,embarrass,negative
1058,раздражать,annoy,positive
1057,включать,plug,neutral
1056,работать,work,neutral
1055,готовить,cook,neutral
1054,сводить,cramp,negative
1053,переводить,translate,positive
1052,синхронизировать,time,neutral
1051,поднимать,heave,positive
1049,фильтровать,filter,neutral
1016,приобретать,acquire,positive
1015,жаловаться,bitch,negative
1014,сгибаться,buckle,negative
979,предлагать,propose,positive
978,предсказывать,predict,positive
977,отбиваться,stray,negative
976,отменять,cancel,positive
975,подглядывать,peek,neutral
974,рассматривать,review,neutral
973,готовить,prepare,positive
972,хихикать,giggle,neutral
971,отвергать,reject,positive
970,покупать,shop,neutral
969,рекомендовать,recommend,positive
968,сочинять,compose,positive
967,выполнять,accomplish,positive
966,общаться,communicate,positive
965,объединять,combine,neutral
964,запрещать,forbid,positive
963,следовать,follow,neutral
962,пыхтеть,puff,neutral
961,ожидать,await,negative
960,пронзать,pierce,positive
959,сигналить,horn,neutral
958,стоять,stand,neutral
957,предавать,rat,positive
956,исцелять,heal,positive
954,разрабатывать,elaborate,positive
953,нарастать,surge,positive
952,темнеть,darken,neutral
951,идти,go,neutral
950,бросаться,dart,positive
980,искушать,tempt,positive
981,приостанавливать,suspend,positive
982,толкаться,crowd,negative
983,подавлять,overwhelm,negative
1013,изменять,alter,positive
1012,подталкивать,nudge,neutral
1011,заключать,conclude,positive
1010,собирать,assemble,positive
1009,выщипывать,pluck,neutral
1008,сохранять,preserve,positive
1007,ослаблять,loosen,neutral
1006,собирать,gather,neutral
1005,вычислять,calculate,positive
1004,танцевать,dance,neutral
1003,грохотать,rumble,neutral
1002,обманывать,cheat,positive
1001,мочиться,piss,neutral
1000,сжимать,clasp,neutral
815,сталкиваться,encounter,neutral
999,ворчать,grunt,neutral
997,уступать,cave,negative
996,ограничивать,limit,negative
995,приземляться,land,neutral
994,слушать,hear,neutral
993,благословлять,bless,positive
992,капать,drip,neutral
991,пинать,knuckle,positive
990,расследовать,investigate,positive
989,подрезать,trim,neutral
988,вооружать,arm,positive
987,возобновлять,resume,positive
986,полосить,stripe,neutral
985,намекать,intimate,neutral
984,плакать,weep,negative
998,крошиться,crumble,negative
545,соглашаться,agree,neutral
814,защищать,defend,positive
812,влиять,affect,neutral
643,осознавать,realize,neutral
642,кричать,shout,neutral
641,поддерживать,support,positive
640,копать,dig,positive
638,вовлекать,involve,positive
637,приглашать,invite,positive
636,воровать,steal,positive
635,дышать,breathe,neutral
634,беспокоить,bother,negative
633,удалять,remove,positive
632,сосредоточивать,focus,positive
631,предполагать,assume,neutral
630,доказывать,prove,positive
629,пинать,kick,positive
628,продавать,sell,neutral
627,тащить,drag,positive
626,смотреть,stare,negative
625,защищать,protect,positive
624,трескаться,crack,neutral
623,окружать,surround,neutral
622,готовить,prepare,positive
621,наливать,pour,neutral
620,принадлежать,belong,neutral
619,соединять,pair,neutral
618,подниматься,climb,neutral
617,отказываться,refuse,positive
616,приветствовать,welcome,positive
615,проваливаться,fail,negative
614,предлагать,suggest,positive
644,взрываться,burst,neutral
613,убегать,escape,positive
645,заменять,replace,positive
647,притворяться,pretend,neutral
677,мелькать,flash,neutral
676,представлять,introduce,positive
675,собирать,collect,neutral
674,смешивать,mix,neutral
673,открывать,reveal,positive
672,узнавать,recognize,neutral
671,отправлять,post,neutral
670,настаивать,insist,positive
669,спорить,argue,positive
668,обсуждать,discuss,neutral
667,курить,smoke,neutral
666,жениться,marry,positive
665,сообщать,report,neutral
664,вытирать,wipe,neutral
663,беспокоить,worry,negative
662,предупреждать,warn,positive
661,складывать,fold,neutral
660,кусать,bite,positive
659,практиковать,practice,neutral
657,винить,blame,positive
656,начинать,begin,neutral
655,получать,get,neutral
654,описывать,describe,neutral
653,существовать,exist,negative
652,извинять,excuse,negative
651,отвечать,respond,neutral
650,открывать,discover,neutral
649,требовать,claim,positive
648,создавать,create,positive
646,кричать,scream,negative
678,щелкать,snap,neutral
612,соответствовать,match,neutral
610,тренировать,train,positive
575,строить,build,positive
574,смеяться,laugh,neutral
573,стрелять,shoot,positive
572,поселяться,settle,positive
571,лежать,lay,neutral
570,упоминать,mention,neutral
569,пить,drink,neutral
568,покупать,buy,neutral
567,просыпаться,wake,neutral
566,посещать,visit,neutral
565,ударять,hit,positive
564,рассматривать,consider,neutral
563,жечь,burn,neutral
562,напоминать,remind,neutral
561,чувствовать,feel,neutral
560,бояться,fear,negative
559,продолжать,continue,positive
558,проверять,check,neutral
557,плакать,cry,negative
